Breakdown by Connector,Vsessionid,Party Consolidated Connector,Race Connector,Race x Education Connector,Voters Gender,Econ Score,Q Age,Social Score,Weights Lv
Social + Econ Liberal,1749997028_684ed5e43305b7.65958606,Democrat,White Non-College,White Non-College,M,35.869565217,67,24.468085106,0.821300474
Social + Econ Liberal,1749997007_684ed5cfd70a67.64000616,Democrat,White Non-College,White Non-College,M,16.304347826,69,36.702127660,0.573897322
Social + Econ Liberal,1749996123_684ed25be38574.50622713,Independent,White Non-College,White Non-College,F,30.434782609,33,28.191489362,0.287157520
Social + Econ Liberal,1749995359_684ecf5faf5a56.16440455,Democrat,White College,White College,F,30.978260870,79,28.191489362,0.664132523
Social + Econ Liberal,1749993177_684ec6d963f630.68312192,Democrat,White Non-College,White Non-College,F,15.217391304,70,40.957446809,0.813264964
Social + Econ Liberal,1749990302_684ebb9e94dc20.91979372,Democrat,White Non-College,White Non-College,F,36.956521739,73,34.574468085,1.120376578
Social + Econ Liberal,1749989214_684eb75ec35087.19744368,Democrat,White College,White College,F,30.434782609,72,31.914893617,0.664132523
Social + Econ Liberal,1749985804_684eaa0c198050.22798725,Democrat,White Non-College,White Non-College,M,32.065217391,67,42.021276596,0.567491695
Social + Econ Liberal,1749969063_684e68a732f136.84808573,Democrat,White College,White College,M,3.804347826,47,35.106382979,1.623764723
Social + Econ Liberal,1749966808_684e5fd8a886a7.56616791,Democrat,White College,White College,F,34.239130435,51,18.085106383,1.058521438
Social + Econ Liberal,1749966276_684e5dc47e05c4.17480329,Democrat,White College,White College,M,27.173913043,79,28.723404255,0.531739909
Social + Econ Liberal,1749962030_684e4d2e8c5519.57292086,Independent,Native and Other,Non-White Non-College,F,46.195652174,50,44.680851064,2.073582983
Social + Econ Liberal,1749961663_684e4bbf49d2a2.81947482,Democrat,Black,Non-White Non-College,M,46.739130435,82,50,0.761480106
Social + Econ Liberal,1749961358_684e4a8e487a21.38747859,Democrat,White Non-College,White Non-College,M,35.869565217,61,40.425531915,0.577866942
Social + Econ Liberal,1749960336_684e469053a481.47140687,Democrat,White Non-College,White Non-College,M,45.652173913,34,46.276595745,0.730534858
Social + Econ Liberal,1749955082_684e320aafc766.73983981,Republican,Asian,Non-White College,M,19.565217391,65,44.148936170,4.177730751
Social + Econ Liberal,1749954979_684e31a3549f05.87102447,Democrat,White College,White College,F,24.456521739,77,31.382978723,0.656675524
Social + Econ Liberal,1749954876_684e313cd67472.98442823,Democrat,White Non-College,White Non-College,F,34.239130435,54,37.234042553,1.452153060
Social + Econ Liberal,1749954641_684e305124bfe1.84754776,Republican,White College,White College,M,41.304347826,69,39.893617021,1.255705508
Social + Econ Liberal,1749954419_684e2f73c17f83.23862575,Democrat,White College,White College,M,47.826086957,65,32.978723404,0.653083639
Social + Econ Liberal,1749952326_684e2746d506f7.04016142,Democrat,Black,Non-White College,F,25,26,5.319148936,1.112821482
Social + Econ Liberal,1749951864_684e2578ef8e12.30325966,Democrat,Asian,Non-White College,M,38.043478261,56,23.404255319,5.485742442
Social + Econ Liberal,1749951334_684e236639f081.71796658,Democrat,Black,Non-White College,F,14.673913043,51,35.638297872,0.626521345
Social + Econ Liberal,1749949147_684e1adb4e8342.42328680,Democrat,White College,White College,M,19.021739130,33,36.170212766,0.727370041
Social + Econ Liberal,1749947525_684e1485576990.09452462,Republican,White Non-College,White Non-College,F,37.5,33,27.127659574,0.868757375
Social + Econ Liberal,1749947400_684e14083b74c5.66262723,Democrat,White College,White College,F,33.152173913,55,30.851063830,2.151993889
Social + Econ Liberal,1749946771_684e1193b594a0.38898962,Democrat,Hispanic,Non-White Non-College,F,33.152173913,39,20.212765957,2.883722770
Social + Econ Liberal,1749945834_684e0dea5af0b0.19356600,Independent,Hispanic,Non-White Non-College,M,22.826086957,22,39.361702128,0.863813191
Social + Econ Liberal,1749945691_684e0d5b5279c9.25614036,Republican,White College,White College,M,34.782608696,50,28.191489362,0.628018707
Social + Econ Liberal,1749945584_684e0cf095aa41.57541928,Republican,Native and Other,Non-White College,F,34.782608696,62,29.787234043,0.611816861
Social + Econ Liberal,1749944625_684e09317be392.10450967,Democrat,Black,Non-White Non-College,M,48.913043478,25,39.361702128,0.319256756
Social + Econ Liberal,1749935979_684de76bec7f15.66466064,Democrat,Black,Non-White College,M,18.478260870,31,48.936170213,0.300366340
Social + Econ Liberal,1749934842_684de2fa067e41.58315017,Democrat,White College,White College,F,2.717391304,84,27.659574468,0.872317279
Social + Econ Liberal,1749934723_684de283a356b8.92659433,Democrat,White Non-College,White Non-College,F,36.956521739,68,48.936170213,1.443755165
Social + Econ Liberal,1749934530_684de1c2b6a089.78232792,Republican,White College,White College,M,41.847826087,45,47.872340426,3.255395754
Social + Econ Liberal,1749933679_684dde6fd182e2.22396876,Democrat,White Non-College,White Non-College,F,15.217391304,75,28.191489362,0.817736657
Social + Econ Liberal,1749931816_684dd7280ac0c5.92972964,Democrat,White College,White College,F,8.152173913,76,39.361702128,0.364427982
Social + Econ Liberal,1749931459_684dd5c3765511.23371281,Independent,Black,Non-White College,F,12.5,76,27.127659574,0.432768330
Social + Econ Liberal,1749931265_684dd501753fc5.95025564,Democrat,White College,White College,F,24.456521739,52,36.170212766,0.581069770
Social + Econ Liberal,1749930306_684dd142b2c498.30937058,Republican,White College,White College,M,36.956521739,43,43.617021277,1.345379357
Social + Econ Liberal,1749929846_684dcf768d3682.67024373,Democrat,White Non-College,White Non-College,F,37.5,68,24.468085106,0.813264964
Social + Econ Liberal,1749929444_684dcde4829f96.70907967,Democrat,White College,White College,M,27.717391304,36,39.361702128,1.302794958
Social + Econ Liberal,1749929331_684dcd73a62843.64118814,Democrat,White College,White College,F,30.978260870,76,14.893617021,0.475927006
Social + Econ Liberal,1749928773_684dcb4502ed70.88995562,Democrat,White College,White College,M,0,76,35.638297872,0.670262597
Social + Econ Liberal,1749927338_684dc5aa179cb0.17625516,Democrat,White College,White College,F,20.108695652,62,47.872340426,1.103726205
Social + Econ Liberal,1749923018_684db4cae197e7.55198195,Democrat,Native and Other,Non-White Non-College,M,40.217391304,62,46.276595745,0.372660408
Social + Econ Liberal,1749922435_684db283be5278.08716118,Democrat,White Non-College,White Non-College,M,14.130434783,61,34.574468085,0.997016811
Social + Econ Liberal,1749921993_684db0c9823be5.74052573,Democrat,White College,White College,F,5.978260870,82,27.659574468,0.478594042
Social + Econ Liberal,1749920943_684dacaf7c81d0.70856332,Democrat,White Non-College,White Non-College,M,22.282608696,54,42.021276596,0.726621992
Social + Econ Liberal,1749919606_684da776972126.57992971,Democrat,White Non-College,White Non-College,M,40.217391304,64,32.446808511,0.676838721
Social + Econ Liberal,1749919399_684da6a7420a24.28077380,Democrat,Hispanic,Non-White Non-College,M,19.565217391,61,44.680851064,0.381837045
Social + Econ Liberal,1749919337_684da669db34a2.03891038,Republican,Asian,Non-White College,F,19.565217391,70,36.170212766,1.921702975
Social + Econ Liberal,1749919199_684da5df50e3a7.26058511,Democrat,White Non-College,White Non-College,M,20.652173913,55,42.553191489,0.391621342
Social + Econ Liberal,1749918894_684da4ae21e517.37984186,Democrat,White Non-College,White Non-College,F,17.934782609,62,26.063829787,0.529076211
Social + Econ Liberal,1749918865_684da491a026a9.24301490,Democrat,White Non-College,White Non-College,M,8.152173913,77,30.319148936,0.671439962
Social + Econ Liberal,1749918378_684da2aac93436.55371186,Democrat,White Non-College,White Non-College,F,25,74,14.361702128,0.486253587
Social + Econ Liberal,1749918123_684da1ab9a4253.22076508,Democrat,White College,White College,F,3.260869565,57,25,1.903773487
Social + Econ Liberal,1749918052_684da16422c3a9.68518210,Democrat,White Non-College,White Non-College,M,8.152173913,39,40.957446809,0.571953319
Social + Econ Liberal,1749917423_684d9eef2132c0.03178572,Independent,White Non-College,White Non-College,F,30.434782609,63,35.638297872,1.339144031
Social + Econ Liberal,1749917149_684d9ddddd6a36.31248372,Independent,White Non-College,White Non-College,F,16.304347826,68,37.765957447,0.712344271
Social + Econ Liberal,1749917053_684d9d7d761f60.08965538,Democrat,White Non-College,White Non-College,F,32.065217391,60,35.106382979,0.283786860
Social + Econ Liberal,1749917048_684d9d7806a258.08588402,Democrat,Black,Non-White Non-College,M,26.630434783,60,30.851063830,1.488944274
Social + Econ Liberal,1749916567_684d9b97efb3a2.06979232,Independent,White Non-College,White Non-College,F,37.5,28,42.553191489,0.661545754
Social + Econ Liberal,1749916553_684d9b898c18e3.43128610,Republican,White Non-College,White Non-College,M,30.434782609,33,47.872340426,0.508892594
Social + Econ Liberal,1749916184_684d9a1839e8b4.17578185,Democrat,Black,Non-White Non-College,F,30.434782609,53,35.106382979,0.807239116
Social + Econ Liberal,1749915438_684d972e8a8c61.02637976,Democrat,Native and Other,Non-White Non-College,F,45.108695652,63,43.617021277,1.340781774
Social + Econ Liberal,1749915206_684d9646457d83.19473459,Democrat,White Non-College,White Non-College,F,28.260869565,69,34.042553191,0.874119744
Social + Econ Liberal,1749914629_684d94055d6687.67381445,Republican,White Non-College,White Non-College,F,36.413043478,63,41.489361702,0.463776619
Social + Econ Liberal,1749914386_684d931224a6f0.93253406,Democrat,White Non-College,White Non-College,F,27.717391304,19,2.127659574,0.705981290
Social + Econ Liberal,1749913860_684d9104e18a42.32629895,Democrat,White Non-College,White Non-College,F,33.695652174,45,43.085106383,0.466856087
Social + Econ Liberal,1749912777_684d8cc9029603.01729405,Republican,Black,Non-White Non-College,F,42.391304348,30,42.021276596,0.470746520
Social + Econ Liberal,1749912726_684d8c960f1587.17678556,Democrat,White Non-College,White Non-College,F,28.260869565,77,39.361702128,1.250724632
Social + Econ Liberal,1749912339_684d8b13734a61.38030263,Independent,White College,White College,F,32.065217391,37,37.765957447,0.980129597
Social + Econ Liberal,1749912129_684d8a411b5ac0.71258456,Democrat,Native and Other,Non-White College,F,14.673913043,65,34.042553191,0.267056678
Social + Econ Liberal,1749911348_684d873472f544.18197982,Democrat,White Non-College,White Non-College,F,9.239130435,66,36.702127660,0.311141508
Social + Econ Liberal,1749910666_684d848a2773e1.70982009,Democrat,White Non-College,White Non-College,F,6.521739130,75,49.531914894,0.869033185
Social + Econ Liberal,1749909733_684d80e5596960.62615750,Democrat,White Non-College,White Non-College,F,44.565217391,60,45.744680851,1.510766331
Social + Econ Liberal,1749909730_684d80e2e8b064.17219890,Democrat,Black,Non-White Non-College,F,39.130434783,21,38.829787234,0.895597127
Social + Econ Liberal,1749909213_684d7edd6a9087.55775701,Independent,White Non-College,White Non-College,M,33.695652174,23,34.574468085,0.462900855
Social + Econ Liberal,1749908966_684d7de67294a6.82146070,Democrat,White College,White College,F,29.891304348,72,30.851063830,0.827744984
Social + Econ Liberal,1749908420_684d7bc4b8d980.43000940,Democrat,White College,White College,M,0,66,38.297872340,0.520504593
Social + Econ Liberal,1749908388_684d7ba4d3df93.99481894,Democrat,White College,White College,M,17.391304348,75,25,0.613906879
Social + Econ Liberal,1749906831_684d758fa6f461.96570065,Democrat,Black,Non-White Non-College,M,34.239130435,25,41.489361702,0.719895395
Social + Econ Liberal,1749905945_684d7219222c03.42224005,Democrat,White College,White College,F,30.978260870,29,8.510638298,1.493531680
Social + Econ Liberal,1749905824_684d71a06d3c16.89831111,Independent,Black,Non-White Non-College,M,32.608695652,43,27.659574468,3.101429716
Social + Econ Liberal,1749904823_684d6db7cb30e7.24166191,Independent,White Non-College,White Non-College,M,41.304347826,29,20.744680851,0.516756162
Social + Econ Liberal,1749904772_684d6d84c88e68.14303929,Democrat,Black,Non-White College,F,21.739130435,35,30.851063830,0.694218120
Social + Econ Liberal,1749904747_684d6d6b7f2bf2.95131594,Democrat,Black,Non-White Non-College,F,23.369565217,32,46.276595745,0.427390310
Social + Econ Liberal,1749904378_684d6bfae61096.39296128,Democrat,Hispanic,Non-White Non-College,F,28.260869565,51,25.531914894,1.246723165
Social + Econ Liberal,1749903801_684d69b9b47a04.75991125,Democrat,Black,Non-White Non-College,F,19.021739130,30,32.978723404,0.860237342
Social + Econ Liberal,1749903479_684d6877629b39.87881056,Democrat,Native and Other,Non-White Non-College,M,14.130434783,69,25,1.234626750
Social + Econ Liberal,1749902238_684d639ec5f488.36109973,Democrat,Hispanic,Non-White College,M,15.760869565,40,48.936170213,1.470933252
Social + Econ Liberal,1749900486_684d5cc691b0a6.39527586,Republican,White Non-College,White Non-College,F,36.956521739,38,44.148936170,0.573706603
Social + Econ Liberal,1749896796_684d4e5c53fae3.87084912,Democrat,White College,White College,M,48.369565217,68,46.808510638,0.395595613
Social + Econ Liberal,1749895468_684d492c84a743.90771559,Democrat,White College,White College,F,26.630434783,72,39.361702128,0.679135434
Social + Econ Liberal,1749893390_684d410ec12e09.17412146,Democrat,White Non-College,White Non-College,M,25,72,23.936170213,0.606484084
Social + Econ Liberal,1749889413_684d31859830e5.56072200,Republican,White College,White College,M,45.652173913,34,31.914893617,0.732476572
Social + Econ Liberal,1749887200_684d28e02d31e1.43110858,Democrat,Black,Non-White Non-College,M,11.413043478,31,49.468085106,1.125559264
Social + Econ Liberal,1749886385_684d25b178be28.38564063,Republican,White Non-College,White Non-College,M,46.739130435,50,43.617021277,0.731691081
Social + Econ Liberal,1749886202_684d24faaed966.30101706,Democrat,White Non-College,White Non-College,M,46.739130435,30,43.617021277,0.991277692
Social + Econ Liberal,1749883132_684d18fc742bc4.38118109,Democrat,Black,Non-White College,M,23.913043478,76,46.808510638,0.858047629
Social + Econ Liberal,1749881827_684d13e36e0bc6.32767362,Republican,Hispanic,Non-White Non-College,M,34.239130435,24,40.425531915,2.129356583
Social + Econ Liberal,1749881278_684d11be25df09.27785726,Republican,White Non-College,White Non-College,F,32.065217391,22,37.765957447,1.418211996
Social + Econ Liberal,1749878512_684d06f08496f8.13173430,Democrat,Black,Non-White Non-College,F,35.869565217,32,25.531914894,1.718853319
Social + Econ Liberal,1749878218_684d05cac60b22.74684605,Democrat,Hispanic,Non-White Non-College,F,39.130434783,27,36.702127660,0.536758105
Social + Econ Liberal,1749876994_684d01027221b6.38141985,Democrat,Hispanic,Non-White Non-College,F,40.217391304,28,37.234042553,0.352174377
Social + Econ Liberal,1749876710_684cffe6054014.24108303,Republican,Black,Non-White College,M,28.804347826,29,20.212765957,0.390033432
Social + Econ Liberal,1749875902_684cfcbee13018.41243709,Independent,White Non-College,White Non-College,F,34.782608696,25,29.255319149,0.575879049
Social + Econ Liberal,1749875803_684cfc5b9441a6.74610572,Democrat,White Non-College,White Non-College,F,38.043478261,19,16.489361702,0.705981290
Social + Econ Liberal,1749875348_684cfa94035776.83589611,Democrat,Hispanic,Non-White Non-College,F,41.847826087,25,19.148936170,2.385470945
Social + Econ Liberal,1749874865_684cf8b153cf83.17666400,Democrat,White College,White College,F,2.717391304,64,42.021276596,3.093380166
Social + Econ Liberal,1749873850_684cf4ba20c3c9.32044623,Democrat,Black,Non-White Non-College,F,26.086956522,64,23.936170213,0.580051589
Social + Econ Liberal,1749873450_684cf32a6b4171.55396313,Democrat,Native and Other,Non-White Non-College,M,28.260869565,27,45.744680851,0.751421879
Social + Econ Liberal,1749873428_684cf314824ad5.27605630,Democrat,White College,White College,M,40.760869565,69,19.680851064,0.742016661
Social + Econ Liberal,1749873336_684cf2b8178be6.92072702,Democrat,Hispanic,Non-White College,M,36.956521739,60,29.255319149,0.645914086
Social + Econ Liberal,1749872329_684ceec98a9c95.25613126,Democrat,Black,Non-White Non-College,F,10.869565217,33,46.808510638,0.811315360
Social + Econ Liberal,1749871363_684ceb032f3ed8.80284657,Democrat,White College,White College,M,26.086956522,66,37.234042553,0.487052612
Social + Econ Liberal,1749870367_684ce71fe668e1.68312430,Democrat,White College,White College,F,46.195652174,28,49.468085106,1.010218910
Social + Econ Liberal,1749870072_684ce5f80543b7.56847137,Democrat,White Non-College,White Non-College,F,25.543478261,33,13.297872340,0.591336074
Social + Econ Liberal,1749869063_684ce20752b3a4.10076338,Independent,Asian,Non-White Non-College,F,46.739130435,22,49.468085106,2.992904323
Social + Econ Liberal,1749868985_684ce1b9cc3e61.71645205,Democrat,Black,Non-White Non-College,F,31.521739130,31,9.574468085,1.500442076
Social + Econ Liberal,1749868856_684ce138a8d0e0.09335899,Republican,White Non-College,White Non-College,F,43.478260870,24,21.808510638,0.633851555
Social + Econ Liberal,1749868591_684ce02ff33bb4.50520892,Democrat,Black,Non-White College,F,42.391304348,25,24.468085106,1.771727109
Social + Econ Liberal,1749868467_684cdfb394a380.73566888,Democrat,Hispanic,Non-White Non-College,F,25,21,4.787234043,0.878209200
Social + Econ Liberal,1749868101_684cde453e2461.75245470,Democrat,White Non-College,White Non-College,F,26.086956522,31,15.425531915,1.273781765
Social + Econ Liberal,1749867621_684cdc659cc990.20459159,Democrat,White Non-College,White Non-College,M,5.978260870,64,32.978723404,0.983947887
Social + Econ Liberal,1749867412_684cdb9453fed3.13170888,Democrat,White Non-College,White Non-College,F,16.847826087,33,30.851063830,0.387393973
Social + Econ Liberal,1749867032_684cda188ffde8.24544905,Democrat,Black,Non-White Non-College,F,0,26,33.510638298,0.949601266
Social + Econ Liberal,1749866281_684cd729ae3ce5.18733936,Democrat,Black,Non-White Non-College,M,22.826086957,25,38.297872340,0.852110016
Social + Econ Liberal,1749866070_684cd6568661d3.70644164,Independent,White College,White College,M,39.130434783,69,42.021276596,0.819179920
Social + Econ Liberal,1749866050_684cd642da0608.74703286,Democrat,White College,White College,F,4.891304348,70,32.446808511,0.823218562
Social + Econ Liberal,1749865312_684cd360e02f15.18234695,Republican,Asian,Non-White Non-College,F,43.478260870,22,32.978723404,6
Social + Econ Liberal,1749864780_684cd14c1e1582.45365493,Democrat,White Non-College,White Non-College,F,40.217391304,28,49.468085106,1.026448689
Social + Econ Liberal,1749864710_684cd10674f580.45426166,Democrat,White College,White College,F,14.673913043,95,39.893617021,0.264119968
Social + Econ Liberal,1749864524_684cd04c0a8660.85369646,Democrat,White Non-College,White Non-College,M,34.239130435,27,43.085106383,0.417344806
Social + Econ Liberal,1749844220_684c80fc195391.80659532,Democrat,White Non-College,White Non-College,M,9.239130435,34,31.382978723,1.298305215
Social + Econ Liberal,1749843728_684c7f104206e8.46375823,Democrat,White Non-College,White Non-College,F,0,26,48.936170213,1.948572544
Social + Econ Liberal,1749843385_684c7db93085a4.39802598,Democrat,White Non-College,White Non-College,F,4.891304348,78,25.531914894,0.517284092
Social + Econ Liberal,1749842072_684c7898e6adb9.73605609,Independent,White Non-College,White Non-College,F,41.304347826,32,40.425531915,0.575879049
Social + Econ Liberal,1749841450_684c762abd8254.40086754,Democrat,White College,White College,M,16.304347826,32,38.297872340,0.367976404
Social + Econ Liberal,1749840942_684c742e673112.86023973,Democrat,Black,Non-White College,F,38.586956522,34,47.340425532,0.334731727
Social + Econ Liberal,1749840899_684c7403acf823.05734283,Democrat,Black,Non-White Non-College,F,33.695652174,25,17.553191489,0.570920524
Social + Econ Liberal,1749840829_684c73bd7c5178.31147025,Democrat,Black,Non-White Non-College,F,6.521739130,25,32.446808511,0.564413555
Social + Econ Liberal,1749840792_684c73986b0411.03081173,Democrat,Black,Non-White Non-College,M,34.782608696,27,48.936170213,1.104690328
Social + Econ Liberal,1749840564_684c72b45454f1.29105438,Democrat,Black,Non-White Non-College,F,44.565217391,21,38.829787234,0.895597127
Social + Econ Liberal,1749840557_684c72add11fd0.52293807,Democrat,Black,Non-White College,F,23.369565217,32,30.851063830,1.049802342
Social + Econ Liberal,1749840483_684c72631c3cb4.61349261,Democrat,White Non-College,White Non-College,M,46.739130435,30,41.489361702,0.462023094
Social + Econ Liberal,1749839919_684c702f4fe618.95054971,Democrat,White College,White College,M,5.434782609,27,31.382978723,0.576989911
Social + Econ Liberal,1749839787_684c6fab4fb579.60612804,Democrat,White Non-College,White Non-College,M,13.043478261,27,30.319148936,0.302140096
Social + Econ Liberal,1749839150_684c6d2e9ef773.73465198,Democrat,Black,Non-White College,M,32.608695652,53,39.361702128,0.598057846
Social + Econ Liberal,1749838679_684c6b57628397.20513817,Democrat,Black,Non-White Non-College,M,27.717391304,65,47.872340426,0.841408504
Social + Econ Liberal,1749837414_684c6666a67f67.67512184,Republican,White Non-College,White Non-College,F,35.326086957,67,46.276595745,0.940407299
Social + Econ Liberal,1749835303_684c5e277fea10.78368768,Democrat,Black,Non-White Non-College,,16.304347826,35,32.446808511,1.279473378
Social + Econ Liberal,1749833433_684c56d9b0bf05.52909422,Democrat,White Non-College,White Non-College,F,3.804347826,77,26.595744681,0.212443139
Social + Econ Liberal,1749833146_684c55ba751790.20311944,Democrat,Hispanic,Non-White College,F,26.630434783,76,41.489361702,0.217133110
Social + Econ Liberal,1749831310_684c4e8e1408e0.74831351,Democrat,Black,Non-White Non-College,F,45.108695652,60,34.574468085,0.967235890
Social + Econ Liberal,1749829130_684c460a009bf2.07077498,Democrat,White College,White College,F,23.913043478,70,30.851063830,0.365884776
Social + Econ Liberal,1749825999_684c39cfdc7446.09035324,Independent,White College,White College,M,49.456521739,72,36.170212766,0.558725945
Social + Econ Liberal,1749820956_684c261c311703.78584013,Democrat,White Non-College,White Non-College,F,6.521739130,68,42.553191489,0.617065268
Social + Econ Liberal,1749782064_684b8e303943d1.31009941,Independent,White Non-College,White Non-College,M,18.478260870,57,43.617021277,0.328917180
Social + Econ Liberal,1749777835_684b7dabd3fa67.26829546,Democrat,White College,White College,F,13.043478261,69,40.425531915,0.512808395
Social + Econ Liberal,1749771630_684b656e22ea37.65880253,Democrat,White Non-College,White Non-College,F,23.369565217,73,36.170212766,0.509385150
Social + Econ Liberal,1749769460_684b5cf4cecf25.08768132,Republican,White Non-College,White Non-College,F,0,59,27.659574468,0.459917399
Social + Econ Liberal,1749769099_684b5b8b49c439.78354868,Democrat,Black,Non-White Non-College,F,32.065217391,77,30.851063830,0.784826580
Social + Econ Liberal,1749767010_684b5362a519d1.20041492,Democrat,Black,Non-White Non-College,F,46.195652174,64,43.085106383,1.033235816
Social + Econ Liberal,1749766911_684b52ffbf3c26.84040835,Independent,White Non-College,White Non-College,F,27.717391304,61,38.297872340,0.701361420
Social + Econ Conservative,1750161060_685156a49fc9c4.33224086,Republican,White College,White College,F,67.934782609,47,70.212765957,3.207981705
Social + Econ Conservative,1750161031_68515687bd7839.30125223,Republican,White Non-College,White Non-College,M,63.043478261,37,80.319148936,1.460834859
Social + Econ Conservative,1750134789_6850f0058ca7c3.67457575,Republican,White Non-College,White Non-College,M,58.695652174,62,72.340425532,0.744178268
Social + Econ Conservative,1750134333_6850ee3d18d305.74466931,Independent,White College,White College,M,63.586956522,58,73.404255319,2.057029409
Social + Econ Conservative,1750125854_6850cd1eadbef5.90065697,Democrat,Hispanic,Non-White College,F,56.521739130,27,65.425531915,1.915520365
Social + Econ Conservative,1750123588_6850c444501992.51548590,Republican,White College,White College,F,65.217391304,26,81.382978723,1.679532384
Social + Econ Conservative,1750120433_6850b7f157d924.79566984,Republican,White College,White College,F,59.782608696,48,60.638297872,1.889894355
Social + Econ Conservative,1750113561_68509d19132f36.93205491,Republican,White Non-College,White Non-College,M,68.478260870,46,66.489361702,1.025141484
Social + Econ Conservative,1750107965_6850873d8d69a9.45776962,Republican,White Non-College,White Non-College,M,64.130434783,65,78.723404255,1.721559082
Social + Econ Conservative,1750100283_6850693bbe37c7.88269892,Republican,White Non-College,White Non-College,M,54.347826087,72,65.957446809,0.786255190
Social + Econ Conservative,1750097705_68505f2961f7d2.65183230,Democrat,White College,White College,F,51,26,52.659574468,1.246823401
Social + Econ Conservative,1750096905_68505c09566039.12481585,Republican,White Non-College,White Non-College,M,72.826086957,42,82.446808511,0.871334848
Social + Econ Conservative,1750091078_685045468979e9.63248303,Republican,White Non-College,White Non-College,M,72.826086957,76,72.340425532,1.225035782
Social + Econ Conservative,1750089125_68503da5d23298.19106976,Republican,White Non-College,White Non-College,M,61.956521739,30,75,3.114172888
Social + Econ Conservative,1750088709_68503c052c6f90.52148702,Republican,Black,Non-White College,F,75,27,68.617021277,0.717570848
Social + Econ Conservative,1750087448_685037180b3418.09176150,Republican,White Non-College,White Non-College,M,73.913043478,77,84.042553191,0.624775875
Social + Econ Conservative,1750087336_685036a8c83939.89475186,Republican,White Non-College,White Non-College,M,54.891304348,33,75.531914894,2.059719557
Social + Econ Conservative,1750085208_68502e5896a7f7.71752674,Democrat,Black,Non-White Non-College,M,66.304347826,49,56.914893617,1.184466371
Social + Econ Conservative,1750084857_68502cf99e7ee2.69285420,Republican,White Non-College,White Non-College,M,61.956521739,92,78.191489362,0.887847332
Social + Econ Conservative,1750081649_68502071d71ec1.36709628,Independent,White Non-College,White Non-College,M,55.978260870,81,68.085106383,0.372220300
Social + Econ Conservative,1750081374_68501f5ec4a6b8.79158698,Democrat,Black,Non-White College,M,60.326086957,32,51.595744681,0.415444789
Social + Econ Conservative,1750081374_68501f5ea9f3c5.47874921,Republican,White College,White College,M,57.065217391,55,69.680851064,2.242643781
Social + Econ Conservative,1750078223_6850130f5a69f8.14170229,Republican,White Non-College,White Non-College,M,68.478260870,67,75.531914894,0.521572586
Social + Econ Conservative,1750043425_684f8b2103fe54.79305566,Democrat,Black,Non-White College,,62.5,27,73.936170213,0.644306676
Social + Econ Conservative,1750038038_684f76169c5234.17039708,Republican,White Non-College,White Non-College,M,54.347826087,78,65.425531915,1.082127568
Social + Econ Conservative,1750036075_684f6e6bbda664.32029904,Republican,White Non-College,White Non-College,M,93.478260870,71,65.957446809,1.256840457
Social + Econ Conservative,1750028771_684f51e3375580.46498875,Republican,White Non-College,White Non-College,M,100,53,59.042553191,0.676996584
Social + Econ Conservative,1750026332_684f485c0f7d89.33584256,Republican,White Non-College,White Non-College,F,67.391304348,34,57.446808511,0.445507875
Social + Econ Conservative,1750025577_684f4569df8f68.57479221,Independent,White Non-College,White Non-College,M,66.304347826,62,70.744680851,0.541449825
Social + Econ Conservative,1750024827_684f427bc603a5.54356859,Republican,White Non-College,White Non-College,M,75.543478261,77,69.680851064,1.031193067
Social + Econ Conservative,1750021691_684f363b115173.15364239,Republican,White Non-College,White Non-College,M,64.673913043,66,90.957446809,0.726491497
Social + Econ Conservative,1750021659_684f361b3c5905.35801603,Republican,Asian,Non-White Non-College,M,59.239130435,55,100,2.385376538
Social + Econ Conservative,1750020466_684f317231dfe4.99701629,Independent,White Non-College,White Non-College,F,57.608695652,82,54.255319149,0.601727922
Social + Econ Conservative,1750020092_684f2ffcc24e48.83066946,Republican,White Non-College,White Non-College,M,90.217391304,52,74.468085106,0.316923785
Social + Econ Conservative,1750019816_684f2ee8bbb722.63662986,Republican,White Non-College,White Non-College,F,51,68,51,0.661512892
Social + Econ Conservative,1750019662_684f2e4ec0d698.70909897,Republican,White Non-College,White Non-College,F,74.456521739,69,75,1.464174371
Social + Econ Conservative,1750019163_684f2c5bb758a5.55071416,Independent,White Non-College,White Non-College,M,59.782608696,46,55.319148936,0.884798988
Social + Econ Conservative,1750019120_684f2c303e1885.32056473,Republican,White Non-College,White Non-College,F,89.130434783,70,75,1.124918979
Social + Econ Conservative,1750018979_684f2ba3381059.40374300,Republican,White College,White College,M,59.239130435,37,67.021276596,2.175438714
Social + Econ Conservative,1750018553_684f29f9d60229.18903474,Republican,White Non-College,White Non-College,F,75.543478261,56,65.957446809,0.477243230
Social + Econ Conservative,1750017381_684f2565bd3957.66146122,Republican,White Non-College,White Non-College,F,71.195652174,72,87.234042553,1.833830159
Social + Econ Conservative,1750015437_684f1dcde41855.64666572,Democrat,White Non-College,White Non-College,M,61.956521739,55,79.255319149,0.890767101
Social + Econ Conservative,1750015349_684f1d756d6056.63749066,Republican,Native and Other,Non-White Non-College,F,54.891304348,55,59.042553191,0.361766442
Social + Econ Conservative,1750014529_684f1a41970199.08344446,Independent,White Non-College,White Non-College,M,69.021739130,76,85.106382979,0.657325196
